id,title,body,category,priority,full_text
665,Connessione internet assente,Le email inviate non arrivano a destinazione Attendo riscontro.,Tecnico,media,connessione internet assente le email inviate non arrivano a destinazione attendo riscontro
666,Nuovo cliente,"La fattura ricevuta contiene degli errori Quando possibile, grazie.",Commerciale,media,nuovo cliente la fattura ricevuta contiene degli errori quando possibile grazie
667,Smart working,Devo comunicare il nuovo IBAN per l'accredito stipendio È bloccante per il mio lavoro.,Amministrazione,alta,smart working devo comunicare il nuovo iban per l'accredito stipendio è bloccante per il mio lavoro
668,Trasferta,"Richiedo un cambio di mansione Emergenza, serve intervento immediato.",Amministrazione,alta,trasferta richiedo un cambio di mansione emergenza serve intervento immediato
669,Rinnovo abbonamento,Vorrei lasciare un feedback sul servizio ricevuto,Commerciale,media,rinnovo abbonamento vorrei lasciare un feedback sul servizio ricevuto
670,Server non risponde,"Non riesco a connettermi alla rete aziendale Urgentissimo, il cliente attende.",Tecnico,alta,server non risponde non riesco a connettermi alla rete aziendale urgentissimo il cliente attende
671,Straordinari non pagati,Devo aggiornare il mio indirizzo di residenza Grazie per l'assistenza.,Amministrazione,media,straordinari non pagati devo aggiornare il mio indirizzo di residenza grazie per l'assistenza
672,RAM insufficiente,"Non riesco a connettermi alla rete aziendale Situazione critica, sistema bloccato.",Tecnico,alta,ram insufficiente non riesco a connettermi alla rete aziendale situazione critica sistema bloccato
673,Detrazioni fiscali,"Devo aggiornare il mio indirizzo di residenza È urgente, non riesco a lavorare.",Amministrazione,alta,detrazioni fiscali devo aggiornare il mio indirizzo di residenza è urgente non riesco a lavorare
674,Pagamento effettuato,Vorrei ricevere il catalogo prodotti completo Fatemi sapere.,Commerciale,media,pagamento effettuato vorrei ricevere il catalogo prodotti completo fatemi sapere
675,Nuovo cliente,Sono interessato a un upgrade del piano attuale,Commerciale,media,nuovo cliente sono interessato a un upgrade del piano attuale
676,Schermo nero,"Il backup automatico non viene eseguito Quando possibile, grazie.",Tecnico,media,schermo nero il backup automatico non viene eseguito quando possibile grazie
677,Assistenza post-vendita,Vorrei informazioni sulla promozione attiva Quando possibile.,Commerciale,bassa,assistenza post-vendita vorrei informazioni sulla promozione attiva quando possibile
678,Variazione orario,Devo aggiornare il mio indirizzo di residenza Attendo riscontro.,Amministrazione,media,variazione orario devo aggiornare il mio indirizzo di residenza attendo riscontro
679,Congedo parentale,Vorrei richiedere le ferie per il mese prossimo Ho bisogno di aiuto immediato.,Amministrazione,alta,congedo parentale vorrei richiedere le ferie per il mese prossimo ho bisogno di aiuto immediato
680,Sollecito pagamento,Devo modificare la quantità dell'ordine effettuato Grazie per l'assistenza.,Commerciale,media,sollecito pagamento devo modificare la quantità dell'ordine effettuato grazie per l'assistenza
681,Connessione internet assente,Il computer impiega troppo tempo ad avviarsi Cordiali saluti.,Tecnico,media,connessione internet assente il computer impiega troppo tempo ad avviarsi cordiali saluti
682,Assegni familiari,"Richiedo un permesso per visita medica Sono fermo, non posso procedere.",Amministrazione,alta,assegni familiari richiedo un permesso per visita medica sono fermo non posso procedere
683,Pagamento effettuato,"La fattura ricevuta contiene degli errori Quando possibile, grazie.",Commerciale,media,pagamento effettuato la fattura ricevuta contiene degli errori quando possibile grazie
684,Problema cedolino,Richiedo un permesso per visita medica,Amministrazione,media,problema cedolino richiedo un permesso per visita medica
685,Cambio mansione,Devo aggiornare la richiesta assegni familiari Cordiali saluti.,Amministrazione,media,cambio mansione devo aggiornare la richiesta assegni familiari cordiali saluti
686,Reclamo prodotto,Siamo interessati a una partnership commerciale Fatemi sapere.,Commerciale,media,reclamo prodotto siamo interessati a una partnership commerciale fatemi sapere
687,Rimborso spese,"Vorrei richiedere il congedo parentale Non è urgente, quando avete tempo.",Amministrazione,bassa,rimborso spese vorrei richiedere il congedo parentale non è urgente quando avete tempo
688,Richiesta TFR,Ho bisogno di modificare le detrazioni fiscali Grazie per l'assistenza.,Amministrazione,media,richiesta tfr ho bisogno di modificare le detrazioni fiscali grazie per l'assistenza
689,Busta paga errata,"Devo richiedere il rimborso delle spese di viaggio Emergenza, serve intervento immediato.",Amministrazione,alta,busta paga errata devo richiedere il rimborso delle spese di viaggio emergenza serve intervento immediato
690,Anticipo stipendio,Richiedo una variazione dell'orario di lavoro È solo una domanda informativa.,Amministrazione,bassa,anticipo stipendio richiedo una variazione dell'orario di lavoro è solo una domanda informativa
691,Feedback servizio,È possibile ottenere uno sconto per grandi quantità? Quando possibile.,Commerciale,bassa,feedback servizio è possibile ottenere uno sconto per grandi quantità quando possibile
692,Nuovo cliente,Invio sollecito per il pagamento della fattura Fatemi sapere.,Commerciale,media,nuovo cliente invio sollecito per il pagamento della fattura fatemi sapere
693,Richiesta ferie,Ho bisogno di un attestato di servizio Ho bisogno di aiuto immediato.,Amministrazione,alta,richiesta ferie ho bisogno di un attestato di servizio ho bisogno di aiuto immediato
694,Errore di sistema,Il mouse wireless non risponde Resto in attesa di risposta.,Tecnico,media,errore di sistema il mouse wireless non risponde resto in attesa di risposta
695,Cambio mansione,Invio la nota spese del mese Non è prioritario.,Amministrazione,bassa,cambio mansione invio la nota spese del mese non è prioritario
696,Lettera referenze,"Vorrei informazioni sulla liquidazione del TFR Quando possibile, grazie.",Amministrazione,media,lettera referenze vorrei informazioni sulla liquidazione del tfr quando possibile grazie
697,Configurazione email,La webcam non viene riconosciuta dal sistema Resto in attesa di risposta.,Tecnico,media,configurazione email la webcam non viene riconosciuta dal sistema resto in attesa di risposta
698,Nuovo cliente,Devo modificare la quantità dell'ordine effettuato Grazie in anticipo.,Commerciale,media,nuovo cliente devo modificare la quantità dell'ordine effettuato grazie in anticipo
699,Annullamento ordine,Invio sollecito per il pagamento della fattura Attendo riscontro.,Commerciale,media,annullamento ordine invio sollecito per il pagamento della fattura attendo riscontro
700,Certificato lavoro,"Vorrei informazioni sulla liquidazione del TFR Situazione critica, sistema bloccato.",Amministrazione,alta,certificato lavoro vorrei informazioni sulla liquidazione del tfr situazione critica sistema bloccato
701,Detrazioni fiscali,Devo aggiornare il mio indirizzo di residenza Solo per curiosità.,Amministrazione,bassa,detrazioni fiscali devo aggiornare il mio indirizzo di residenza solo per curiosità
702,RAM insufficiente,Ho bisogno di installare un nuovo software Solo per curiosità.,Tecnico,bassa,ram insufficiente ho bisogno di installare un nuovo software solo per curiosità
703,USB non riconosciuta,"Il monitor presenta sfarfallii continui Non è urgente, quando avete tempo.",Tecnico,bassa,usb non riconosciuta il monitor presenta sfarfallii continui non è urgente quando avete tempo
704,Mouse non funziona,Il computer impiega troppo tempo ad avviarsi Problema grave che blocca tutto.,Tecnico,alta,mouse non funziona il computer impiega troppo tempo ad avviarsi problema grave che blocca tutto
705,Virus rilevato,"Non riesco a collegare dispositivi Bluetooth Sono fermo, non posso procedere.",Tecnico,alta,virus rilevato non riesco a collegare dispositivi bluetooth sono fermo non posso procedere
706,Disco pieno,"Non esce audio dalle casse del computer Urgentissimo, il cliente attende.",Tecnico,alta,disco pieno non esce audio dalle casse del computer urgentissimo il cliente attende
707,Attestato di servizio,Richiedo un cambio di mansione È solo una domanda informativa.,Amministrazione,bassa,attestato di servizio richiedo un cambio di mansione è solo una domanda informativa
708,Anticipo stipendio,Vorrei richiedere le ferie per il mese prossimo A vostra comodità.,Amministrazione,bassa,anticipo stipendio vorrei richiedere le ferie per il mese prossimo a vostra comodità
709,Malattia,Devo comunicare un periodo di malattia Senza fretta.,Amministrazione,bassa,malattia devo comunicare un periodo di malattia senza fretta
710,Server non risponde,"Il computer impiega troppo tempo ad avviarsi Quando possibile, grazie.",Tecnico,media,server non risponde il computer impiega troppo tempo ad avviarsi quando possibile grazie
711,Modello 730,Richiedo assistenza per il modello 730 È solo una domanda informativa.,Amministrazione,bassa,modello 730 richiedo assistenza per il modello 730 è solo una domanda informativa
712,Assistenza post-vendita,Ho bisogno di assistenza post-vendita Resto in attesa di risposta.,Commerciale,media,assistenza post-vendita ho bisogno di assistenza post-vendita resto in attesa di risposta
713,Audio non funziona,Non riesco a connettermi alla rete aziendale A vostra comodità.,Tecnico,bassa,audio non funziona non riesco a connettermi alla rete aziendale a vostra comodità
714,Modello 730,I contributi versati risultano errati Resto in attesa di risposta.,Amministrazione,media,modello 730 i contributi versati risultano errati resto in attesa di risposta
715,Trasferta,Vorrei richiedere le ferie per il mese prossimo È bloccante per il mio lavoro.,Amministrazione,alta,trasferta vorrei richiedere le ferie per il mese prossimo è bloccante per il mio lavoro
716,Disco pieno,Il file Excel non si apre correttamente Cordiali saluti.,Tecnico,media,disco pieno il file excel non si apre correttamente cordiali saluti
717,Congedo parentale,"Vorrei presentare le dimissioni È urgente, non riesco a lavorare.",Amministrazione,alta,congedo parentale vorrei presentare le dimissioni è urgente non riesco a lavorare
718,Email non arrivano,Il disco C: è quasi pieno Quando possibile.,Tecnico,bassa,email non arrivano il disco c è quasi pieno quando possibile
719,Disponibilità articolo,"È possibile ottenere uno sconto per grandi quantità? Sono fermo, non posso procedere.",Commerciale,alta,disponibilità articolo è possibile ottenere uno sconto per grandi quantità sono fermo non posso procedere
720,Connessione internet assente,"Il sistema nega l'accesso ai file condivisi Non è urgente, quando avete tempo.",Tecnico,bassa,connessione internet assente il sistema nega l'accesso ai file condivisi non è urgente quando avete tempo
721,Assistenza post-vendita,"È possibile ricevere dei campioni gratuiti? Non è urgente, quando avete tempo.",Commerciale,bassa,assistenza post-vendita è possibile ricevere dei campioni gratuiti non è urgente quando avete tempo
722,Server non risponde,Il disco C: è quasi pieno Grazie per l'assistenza.,Tecnico,media,server non risponde il disco c è quasi pieno grazie per l'assistenza
723,Catalogo prodotti,Vorrei tracciare il mio ordine Grazie in anticipo.,Commerciale,media,catalogo prodotti vorrei tracciare il mio ordine grazie in anticipo
724,Attestato di servizio,Vorrei informazioni sul prestito aziendale Attendo riscontro.,Amministrazione,media,attestato di servizio vorrei informazioni sul prestito aziendale attendo riscontro
725,Tastiera bloccata,Impossibile navigare su internet Non è prioritario.,Tecnico,bassa,tastiera bloccata impossibile navigare su internet non è prioritario
726,Smart working,"Devo comunicare un periodo di malattia Urgentissimo, il cliente attende.",Amministrazione,alta,smart working devo comunicare un periodo di malattia urgentissimo il cliente attende
727,Rinnovo abbonamento,Ci sono offerte speciali in corso? Solo per curiosità.,Commerciale,bassa,rinnovo abbonamento ci sono offerte speciali in corso solo per curiosità
728,Driver mancante,La licenza del software è scaduta Senza fretta.,Tecnico,bassa,driver mancante la licenza del software è scaduta senza fretta
